,TRM,TPM,IBR,DTB3,Datos históricos de Organizacion Terpel SA (TPL),Datos históricos de Celsia (CEL),Datos históricos de Nutresa (NCH),Datos históricos de Cemargos (CCB),Datos históricos de Grupo Argos (ARG),Datos históricos de Bancolombia Pf (BIC_p1),Datos históricos de Ecopetrol (EC),Datos históricos de Interconnection Electric (ISA),Datos históricos de Suramericana (SIS),Datos históricos de Grupo Energia Bogota (GEB)
1,-0.012154628120543706,0.0,-0.0011689072049818425,-0.1053605156578264,-0.004694844304207729,-0.0010840109462583367,-0.0037002817428559167,0.006802000992551334,0.010059526987733335,-0.016145261120997945,0.020419839008742745,-0.0018674141747954732,0.0,0.00316706519670104
2,-0.0020578642512512286,0.0,-0.0011702751481903206,0.10536051565782635,0.028987536873252187,-0.00021694327018590123,-0.006042314455962586,0.001966139355385735,-0.00638979809877101,0.016145261120997956,-0.010695289116747919,-0.012223941585714259,0.006171393904542225,-0.014331455481584187
3,0.001568909982519925,0.0,0.0011702751481902445,0.09531017980432474,0.005698021114637796,-0.01288368077551223,0.0009319665166637397,-0.015395069835546006,0.0054794657646255705,0.011650617219975274,-0.005931535320122034,0.019208836107665113,0.0033073500500014714,-0.009669696617958936
4,0.0,0.0,0.0005846243954881008,-0.09531017980432477,-0.0022753138371355394,-0.010827638652063392,-0.00888894741724604,-0.006002018684998359,-0.03522143496336308,-0.024229399426835434,-0.010328985551658188,-0.011668743834377378,-0.0009438415047064242,-0.01632689328742878
5,0.0,0.0,-0.0011695907766025733,0.0,0.011325149357053503,-0.011395498132646745,0.0,-0.08221898709613197,-0.06680523914626217,-0.051959738930711104,-0.0649028862354263,-0.033415996919844065,-0.05732506661926943,-0.010341353794732595
6,0.007941606985617381,0.0,-0.0011709603211502476,-0.1053605156578264,-0.10498521071816115,0.006718950248745009,0.033274788884872133,0.04009551428488932,0.029318870204814954,0.00041657988521629787,0.01848695053401637,-0.004378503711246129,0.0,-0.006256537614305149
7,-0.0006795180668262014,0.0,-0.0017590154051796698,0.0,-0.03564986047079334,-0.0631109691463857,-0.030459207484708574,0.05761050801240492,0.03937138363721858,0.02020270731751947,0.02487409192665526,0.016920877488337177,0.004987541511038968,0.004175371410480592
8,0.008162947901459675,0.0,0.0017590154051796245,0.0,0.0,0.02581697011538016,0.008399489419976348,0.0032876741941917083,0.018657257604542662,0.024991224049316706,0.017160675759191866,-0.00625152312493815,0.014815085785140682,0.018576385572935457
9,0.002098560253402977,0.0,-0.0011723330768234393,0.10536051565782635,0.03627505586471172,0.008995562908577783,-0.0013950246391645385,0.004148930506583146,0.023745407900802366,0.002782748764520938,0.026003632028728622,0.011987676520462969,-0.014815085785140587,-0.016911106253874177
10,0.002342993953350181,0.0,-0.0005866823283561453,0.0,-0.015113637810048184,-0.004603000071960966,0.009263614184364019,0.0010889688542100504,0.01433716314640725,0.006726039204506356,-0.01075279177626185,0.005703437513869711,0.014815085785140682,-0.0012486994338449765
11,0.0,0.0,-0.004116442155034702,0.0,-0.0025412974286725325,0.00322432338299615,-0.0004611482673375483,-0.006332590219974698,0.011499463296899645,0.005113088818998979,-0.009231670232665506,0.028039220064393126,0.00488998529419177,0.012005940113340885
12,0.0,0.0,0.0058754575602143035,0.0,0.010756193547564097,0.01845365044154293,0.02595183204080371,0.03972610399961797,0.03712122370917438,0.04412762728416436,0.05570254461100663,0.04944827541398111,0.051805358382353534,0.014300550142196332
13,0.0,0.0,0.0029248339072466666,0.09531017980432474,0.004395611473038129,-0.02978456135752754,-0.010845113073878952,-0.003374106954757647,-0.01623273576181897,-0.0015026298845350185,0.022449922439221726,0.016960615307045197,-0.004177309393098857,-0.006512029524622742
14,-0.00914090048588063,0.0,-0.0017538735860964589,-0.09531017980432477,0.022918314960710968,0.018661986132244773,0.004533099330984736,0.02235079986576501,0.0077220460939103185,0.0026281224062694084,0.016512759490849953,-0.008226935338290555,0.004640379556502301,-0.007788520617573579
15,-0.004277531952824787,0.0,-0.0011709603211502476,0.0,0.0,-0.015179684296370148,-0.0279770597357378,-0.008297081408753982,-0.008583743691391442,-0.013970399010203988,-0.020557254387356456,-0.0026121042279250665,-0.004640379556502225,0.006153865574378286
16,-0.011441225327018184,0.0,0.0,-0.1053605156578264,-0.01791830454400526,0.008078520565201476,0.00046500814602166616,-0.00020831163495801155,-0.012142386825725425,0.012093873783246634,0.013085239548655534,-0.018478308429734976,0.0106408591347212,0.002042901629800331
17,-0.006832862051028191,0.0,0.0011709603211502689,0.0,0.0006232471376564235,0.0068728792877620504,-0.0009302326252196305,0.004158010148663677,0.029236820185025512,0.013803614062947656,0.06531946612064246,0.021090412657660075,-0.0018424694295553054,0.012170535620255114
18,0.0,0.0,-0.005280153071283475,0.0,-0.0006232471376564792,0.009090971701252105,-0.0032626456348163824,0.0033140046900372914,0.008438868645864604,0.011420275161000689,-0.0051655433008954595,0.001737619898540878,-0.009263614184363887,0.0020140993717011856
19,0.0,0.0,0.004109192750133194,0.0,0.004354594750514497,0.004514680354526613,0.004192878260035958,-0.0179433147059964,-0.0033670065479042954,-0.0055096558109695845,0.00983844900028794,-0.014866911340333473,-0.008880637939039634,-0.0020140993717012562
20,-0.024929720675480188,0.0,0.0011709603211502689,-0.25131442828090594,-0.00248601743946179,-0.008822588615178996,0.009255040610561744,0.006295928456814831,0.0033670065479042485,0.008435773480358386,0.0037226660022456914,-0.0008814456278056542,0.020446808977683858,0.007632091675924439
21,-2.3013927648666592,0.0,0.0,0.0,-0.0006224712308055695,-0.00022724690473892125,0.012814820676469323,0.024794658613216274,0.01584026450921755,0.018096766032020335,0.02159514198204412,-0.044171218313137424,0.00961325782811701,-0.00040024014942944305
22,0.0,0.0,-0.0029299757263299415,0.13353139262452257,0.0024875634718017074,0.008373931472556861,0.04054910599352422,0.030153038170687457,0.016407258951242083,0.013183871700126736,0.018910964285697957,0.017359960862480598,0.006810469002526879,0.0
23,2.3014119630148615,0.0,0.0040995665029324125,0.11778303565638346,0.054394072065798764,0.008751318052906293,0.004357305368955626,0.005923018303122071,0.000813338800428281,-0.016057436895858524,0.004450385627475862,0.005420067469339113,-0.02242143800491256,0.004792341440306487
24,-0.001721069244249414,0.0,0.0005842828094938704,0.0,-0.020202707317519466,0.0008932559772149207,0.0,-0.010885807645251057,0.0,-0.000359776942179008,-0.01882619474778246,0.005390848634876373,0.017431634047875132,0.0
25,0.0,0.0,-0.0005842828094939124,0.0,0.014302985190331262,0.004454350349380375,0.01167076138505076,0.004962789342129097,-0.019705071079332444,-0.006860471031308041,-0.017344113457972495,0.012466768765130067,-0.00136518792533997,0.011881327886752686
26,0.0,0.0,0.0,-0.11778303565638339,-0.01310322499842711,0.0,-0.0004298302236819506,-0.013958352250706914,-0.004987541511039051,0.010452428916293336,-0.04279985466019161,0.004415018209116693,-0.025831694613524074,0.007843177461025879
27,0.0,0.0,0.0005842828094938704,0.11778303565638346,0.00359066813072854,0.026100834672194307,0.006000875273137338,0.023810648693718607,0.03440142671733232,0.023388734462621637,0.022803838499845113,0.013129291441792802,0.027196882538864015,0.034552381506659735
28,-0.0013085660699946136,0.0,0.0005839416224324764,0.0,0.009512556867698469,-0.004121927953419049,0.00851068966790861,-0.0138205556186322,-0.017872124766121798,0.00871845103988103,0.007487166468637823,-0.019759149980462333,0.000454648791646124,0.0
29,0.0034436770945062544,0.0,0.0,-0.11778303565638339,0.005899722127188322,0.004338401598598141,0.004228336109521105,-0.004982571344463939,0.016260520871780326,0.006920442844573757,-0.011723463696059259,0.016274825897851414,0.01667832214372241,0.009389740349839137
30,-2.302757818061406,0.0,0.0,0.11778303565638346,-0.015412278994886786,0.012903404835907782,0.020464276480850422,0.055380833103024066,0.04725288485054551,0.050430853626891904,0.042932972384991434,0.033465156294546695,0.046723189206773645,-0.003370158591452984
31,0.0007674387110933884,0.0,0.0017497817237875507,-0.11778303565638339,-0.013834807129292621,0.012316995807038305,0.0008264463280313406,0.011278315037707274,0.01526747213078838,0.01108586508176284,-0.001356545539251121,0.07006121762022258,0.01943449422865313,-0.006019581758386039
32,0.0,0.0,-0.0017497817237875951,0.11778303565638346,0.006038665693166938,-0.005502659387308164,-0.0004131377873263841,0.029468062256907856,0.016529301951210506,0.05242754064056309,0.011248712535870667,-0.019063325509417636,0.02193342633218419,-0.011385322225125352
33,0.0,0.0,-0.0011682244319264163,-0.11778303565638339,0.0006018658020985906,-0.02188458934072844,-0.008715556311037468,-0.010949014489670358,-0.03179677408199895,0.0,0.030839448383079712,-0.03800253001872856,-0.013600044773039761,-0.030616613434978488
34,2.297922055663003,0.0,0.0,0.0,0.0012026459657604922,-0.0019541858352255933,-0.005014636500864494,0.027150989065950898,0.022814677766171264,0.003072199036970059,0.002166848085090293,0.019794460730914527,-0.001661129950076487,0.017167803622365498
35,0.0028366629980990147,0.0,-0.0005846243954879992,0.0,0.007782140442054949,0.00043459366177290686,0.0020924887316923213,0.007117467768863955,0.032547251566495176,0.01401180402021608,-0.01000660949305807,0.020610953904124332,0.01403242175262341,-0.0058196090532640415
36,-0.0062916407845388465,0.0,0.0011689072049819618,0.11778303565638346,0.010086113388790953,0.019363771977176265,0.00832644277655381,-0.003552401604367772,-0.002185793219980208,0.04321477382234912,0.00349192847186433,0.006379606964038988,0.016260520871780326,-0.014896394625198622
37,0.0,0.0,0.0005839416224324764,-0.11778303565638339,-0.03239635439375562,-0.004912965131474631,-0.004987541511039051,0.016762633341174192,0.024496902205531672,0.002314815848451318,0.027504956913029475,-0.01562218833097159,0.020750944105038974,0.003154576748515567
38,-0.002475170066033837,0.0,-0.0011682244319264163,0.11778303565638346,0.02171376022378426,0.00746670135653707,0.011187189390564376,0.014763620305599624,0.023911125119521776,0.014347448408141575,0.00465215472150189,0.021171152232206315,0.03645227159867461,-0.0023649991314978564
39,0.0,0.0,0.0,-0.11778303565638339,-0.009592399691439409,0.015605546558678116,-0.023344119661195872,0.006016348186145694,-0.025335626784906876,0.014706147389695487,-0.018739901050567085,-0.025216465192209186,-0.06164856551756203,-0.0015797791595183908
40,0.0,0.0,0.0,0.0,0.033178398697318603,-0.006086701549471312,-0.0016884765514215913,-0.04110766799741579,-0.05493875006608179,-0.05778614988104608,-0.04889765059937374,-0.052851908177609604,-0.03461408602273786,-0.004357305368955701
41,-0.005441978757277199,0.0,0.0,0.11778303565638346,0.002328289759591168,-0.016985546365743884,-0.010618065356321274,0.038533664002242986,0.01197619104671562,0.02815435227467484,0.011223462369849576,0.033616610798985064,0.006269613013595395,-0.0015891938187706455
